Job_ID,Start_Time,End_Time,CPU_Allocated,GPU_Allocated,CPU_Ratio,GPU_Ratio
654,101.0,,128,1,1.0000,0.0625
655,101.0,,128,4,1.0000,0.2500
656,46.0,,128,0,1.0000,0.0000
657,46.0,,128,2,1.0000,0.1250
658,76.0,,128,1,1.0000,0.0625
659,76.0,,128,4,1.0000,0.2500
660,108.0,,128,4,1.0000,0.2500
661,80.0,,128,1,1.0000,0.0625
662,80.0,,128,4,1.0000,0.2500
663,80.0,,128,4,1.0000,0.2500
664,16.0,,128,0,1.0000,0.0000
665,16.0,,128,2,1.0000,0.1250
666,16.0,,128,2,1.0000,0.1250
667,95.0,,128,4,1.0000,0.2500
668,95.0,,128,4,1.0000,0.2500
669,89.0,,128,4,1.0000,0.2500
670,89.0,,128,0,1.0000,0.0000
671,89.0,,128,4,1.0000,0.2500
672,16.0,,128,1,1.0000,0.0625
673,16.0,,128,4,1.0000,0.2500
674,125.0,,128,4,1.0000,0.2500
675,125.0,,128,4,1.0000,0.2500
676,97.0,,128,2,1.0000,0.1250
677,97.0,,128,0,1.0000,0.0000
678,97.0,,128,0,1.0000,0.0000
679,74.0,,128,2,1.0000,0.1250
680,98.0,,128,2,1.0000,0.1250
681,98.0,,128,0,1.0000,0.0000
682,98.0,,128,1,1.0000,0.0625
683,67.0,,128,0,1.0000,0.0000
684,34.0,,128,2,1.0000,0.1250
685,34.0,,128,1,1.0000,0.0625
686,34.0,,128,1,1.0000,0.0625
687,5.0,,128,4,1.0000,0.2500
688,56.0,,128,0,1.0000,0.0000
689,61.0,,128,2,1.0000,0.1250
690,61.0,,128,2,1.0000,0.1250
691,3.0,,128,4,1.0000,0.2500
692,101.0,,128,4,1.0000,0.2500
693,101.0,,128,0,1.0000,0.0000
694,82.0,,128,1,1.0000,0.0625
695,104.0,,128,0,1.0000,0.0000
696,104.0,,128,4,1.0000,0.2500
697,104.0,,128,4,1.0000,0.2500
698,91.0,,128,0,1.0000,0.0000
699,91.0,,128,1,1.0000,0.0625
700,73.0,,128,2,1.0000,0.1250
701,73.0,,128,1,1.0000,0.0625
702,104.0,,128,0,1.0000,0.0000
703,104.0,,128,4,1.0000,0.2500
704,88.0,,128,4,1.0000,0.2500
705,33.0,,128,2,1.0000,0.1250
706,114.0,,128,2,1.0000,0.1250
707,114.0,,128,4,1.0000,0.2500
708,47.0,,128,4,1.0000,0.2500
709,42.0,,128,2,1.0000,0.1250
710,42.0,,128,2,1.0000,0.1250
711,13.0,,128,2,1.0000,0.1250
712,85.0,,128,2,1.0000,0.1250
713,85.0,,128,0,1.0000,0.0000
714,21.0,,128,1,1.0000,0.0625
715,21.0,,128,2,1.0000,0.1250
716,101.0,,128,1,1.0000,0.0625
717,101.0,,128,0,1.0000,0.0000
718,101.0,,128,4,1.0000,0.2500
719,36.0,,128,1,1.0000,0.0625
720,74.0,,128,4,1.0000,0.2500
721,74.0,,128,2,1.0000,0.1250
722,74.0,,128,2,1.0000,0.1250
723,19.0,,128,0,1.0000,0.0000
724,33.0,,128,2,1.0000,0.1250
725,24.0,,128,1,1.0000,0.0625
726,24.0,,128,1,1.0000,0.0625
727,56.0,,128,4,1.0000,0.2500
728,56.0,,128,4,1.0000,0.2500
729,56.0,,128,4,1.0000,0.2500
730,56.0,,128,2,1.0000,0.1250
731,56.0,,128,4,1.0000,0.2500
732,6.0,,128,2,1.0000,0.1250
733,24.0,,128,1,1.0000,0.0625
734,24.0,,128,0,1.0000,0.0000
735,15.0,,128,1,1.0000,0.0625
736,53.0,,128,4,1.0000,0.2500
737,53.0,,128,1,1.0000,0.0625
738,53.0,,128,1,1.0000,0.0625
739,47.0,,128,2,1.0000,0.1250
740,47.0,,128,1,1.0000,0.0625
741,4.0,,128,1,1.0000,0.0625
742,4.0,,128,4,1.0000,0.2500
743,4.0,,128,4,1.0000,0.2500
744,4.0,,128,1,1.0000,0.0625
745,37.0,,128,4,1.0000,0.2500
746,40.0,,128,1,1.0000,0.0625
747,40.0,,128,0,1.0000,0.0000
748,45.0,,128,4,1.0000,0.2500
749,45.0,,128,2,1.0000,0.1250
750,95.0,,128,1,1.0000,0.0625
751,16.0,,128,2,1.0000,0.1250
752,16.0,,128,4,1.0000,0.2500
753,72.0,,128,4,1.0000,0.2500
754,72.0,,128,0,1.0000,0.0000
755,125.0,,128,1,1.0000,0.0625
756,123.0,,128,1,1.0000,0.0625
757,123.0,,128,0,1.0000,0.0000
758,123.0,,128,1,1.0000,0.0625
759,128.0,,128,2,1.0000,0.1250
760,128.0,,128,0,1.0000,0.0000
761,70.0,,128,2,1.0000,0.1250
762,70.0,,128,2,1.0000,0.1250
763,125.0,,128,4,1.0000,0.2500
764,125.0,,128,4,1.0000,0.2500
765,70.0,,128,4,1.0000,0.2500
766,70.0,,128,2,1.0000,0.1250
767,70.0,,128,0,1.0000,0.0000
768,101.0,,128,2,1.0000,0.1250
769,101.0,,128,1,1.0000,0.0625
770,119.0,,128,0,1.0000,0.0000
771,3.0,,128,4,1.0000,0.2500
772,3.0,,128,4,1.0000,0.2500
773,61.0,,128,2,1.0000,0.1250
774,61.0,,128,1,1.0000,0.0625
775,61.0,,128,1,1.0000,0.0625
776,125.0,,128,0,1.0000,0.0000
777,125.0,,128,4,1.0000,0.2500
778,4.0,,128,2,1.0000,0.1250
779,51.0,,128,4,1.0000,0.2500
780,51.0,,128,0,1.0000,0.0000
781,51.0,,128,1,1.0000,0.0625
782,41.0,,128,0,1.0000,0.0000
783,41.0,,128,4,1.0000,0.2500
784,41.0,,128,0,1.0000,0.0000
785,111.0,,128,4,1.0000,0.2500
786,82.0,,128,0,1.0000,0.0000
787,82.0,,128,1,1.0000,0.0625
788,59.0,,128,1,1.0000,0.0625
789,59.0,,128,0,1.0000,0.0000
790,59.0,,128,1,1.0000,0.0625
791,59.0,,128,1,1.0000,0.0625
792,89.0,,128,4,1.0000,0.2500
793,72.0,,128,4,1.0000,0.2500
794,72.0,,128,0,1.0000,0.0000
795,72.0,,128,4,1.0000,0.2500
796,62.0,,128,1,1.0000,0.0625
797,67.0,,128,0,1.0000,0.0000
798,104.0,,128,0,1.0000,0.0000
799,104.0,,128,4,1.0000,0.2500
800,104.0,,128,4,1.0000,0.2500
801,15.0,,128,4,1.0000,0.2500
802,15.0,,128,2,1.0000,0.1250
803,15.0,,128,0,1.0000,0.0000
804,15.0,,128,4,1.0000,0.2500
805,63.0,,128,1,1.0000,0.0625
806,63.0,,128,4,1.0000,0.2500
807,105.0,,128,4,1.0000,0.2500
808,105.0,,128,0,1.0000,0.0000
809,112.0,,128,4,1.0000,0.2500
810,24.0,,128,1,1.0000,0.0625
811,24.0,,128,2,1.0000,0.1250
812,10.0,,128,4,1.0000,0.2500
813,10.0,,128,4,1.0000,0.2500
814,42.0,,128,2,1.0000,0.1250
815,42.0,,128,1,1.0000,0.0625
816,42.0,,128,0,1.0000,0.0000
817,42.0,,128,4,1.0000,0.2500
818,14.0,,128,4,1.0000,0.2500
819,14.0,,128,1,1.0000,0.0625
820,45.0,,128,2,1.0000,0.1250
821,45.0,,128,2,1.0000,0.1250
822,45.0,,128,2,1.0000,0.1250
823,45.0,,128,4,1.0000,0.2500
824,72.0,,128,1,1.0000,0.0625
825,69.0,,128,0,1.0000,0.0000
826,69.0,,128,2,1.0000,0.1250
827,104.0,,128,0,1.0000,0.0000
828,104.0,,128,0,1.0000,0.0000
829,104.0,,128,4,1.0000,0.2500
830,81.0,,128,4,1.0000,0.2500
831,81.0,,128,0,1.0000,0.0000
832,81.0,,128,0,1.0000,0.0000
833,41.0,,128,1,1.0000,0.0625
834,36.0,,128,1,1.0000,0.0625
835,91.0,,128,4,1.0000,0.2500
836,91.0,,128,4,1.0000,0.2500
837,7.0,,128,4,1.0000,0.2500
838,126.0,,128,0,1.0000,0.0000
839,126.0,,128,4,1.0000,0.2500
840,126.0,,128,1,1.0000,0.0625
841,24.0,,128,2,1.0000,0.1250
842,63.0,,128,1,1.0000,0.0625
843,63.0,,128,0,1.0000,0.0000
844,43.0,,128,2,1.0000,0.1250
845,43.0,,128,4,1.0000,0.2500
846,29.0,,128,1,1.0000,0.0625
847,29.0,,128,4,1.0000,0.2500
848,68.0,,128,0,1.0000,0.0000
849,101.0,,128,4,1.0000,0.2500
850,101.0,,128,1,1.0000,0.0625
851,122.0,,128,1,1.0000,0.0625
852,122.0,,128,1,1.0000,0.0625
853,122.0,,128,2,1.0000,0.1250
854,83.0,,128,4,1.0000,0.2500
855,83.0,,128,0,1.0000,0.0000
856,16.0,,128,0,1.0000,0.0000
857,16.0,,128,0,1.0000,0.0000
858,75.0,,128,0,1.0000,0.0000
859,75.0,,128,4,1.0000,0.2500
860,30.0,,128,2,1.0000,0.1250
861,30.0,,128,0,1.0000,0.0000
862,46.0,,128,2,1.0000,0.1250
863,9.0,,128,2,1.0000,0.1250
864,9.0,,128,0,1.0000,0.0000
865,9.0,,128,0,1.0000,0.0000
866,22.0,,128,0,1.0000,0.0000
867,22.0,,128,1,1.0000,0.0625
868,75.0,,128,0,1.0000,0.0000
869,13.0,,128,2,1.0000,0.1250
870,9.0,,128,4,1.0000,0.2500
871,9.0,,128,2,1.0000,0.1250
872,9.0,,128,1,1.0000,0.0625
873,9.0,,128,2,1.0000,0.1250
874,70.0,,128,1,1.0000,0.0625
875,70.0,,128,4,1.0000,0.2500
876,76.0,,128,4,1.0000,0.2500
877,76.0,,128,0,1.0000,0.0000
878,36.0,,128,0,1.0000,0.0000
879,36.0,,128,4,1.0000,0.2500
880,36.0,,128,2,1.0000,0.1250
881,117.0,,128,0,1.0000,0.0000
882,107.0,,128,1,1.0000,0.0625
883,107.0,,128,4,1.0000,0.2500
884,12.0,,128,0,1.0000,0.0000
885,85.0,,128,4,1.0000,0.2500
886,85.0,,128,1,1.0000,0.0625
887,50.0,,128,0,1.0000,0.0000
888,50.0,,128,1,1.0000,0.0625
889,50.0,,128,4,1.0000,0.2500
890,95.0,,128,1,1.0000,0.0625
891,95.0,,128,2,1.0000,0.1250
892,95.0,,128,1,1.0000,0.0625
893,13.0,,128,2,1.0000,0.1250
894,37.0,,128,0,1.0000,0.0000
895,37.0,,128,4,1.0000,0.2500
896,37.0,,128,0,1.0000,0.0000
897,54.0,,128,1,1.0000,0.0625
898,54.0,,128,0,1.0000,0.0000
899,54.0,,128,2,1.0000,0.1250
900,1.0,,128,0,1.0000,0.0000
901,1.0,,128,2,1.0000,0.1250
902,9.0,,128,4,1.0000,0.2500
903,9.0,,128,2,1.0000,0.1250
904,113.0,,128,4,1.0000,0.2500
905,72.0,,128,2,1.0000,0.1250
906,72.0,,128,1,1.0000,0.0625
907,72.0,,128,1,1.0000,0.0625
908,67.0,,128,1,1.0000,0.0625
909,67.0,,128,1,1.0000,0.0625
910,67.0,,128,0,1.0000,0.0000
911,67.0,,128,2,1.0000,0.1250
912,14.0,,128,4,1.0000,0.2500
913,14.0,,128,1,1.0000,0.0625
914,65.0,,128,1,1.0000,0.0625
915,10.0,,128,4,1.0000,0.2500
916,10.0,,128,1,1.0000,0.0625
917,62.0,,128,1,1.0000,0.0625
918,62.0,,128,2,1.0000,0.1250
919,62.0,,128,4,1.0000,0.2500
920,55.0,,128,1,1.0000,0.0625
921,55.0,,128,0,1.0000,0.0000
922,85.0,,128,1,1.0000,0.0625
923,85.0,,128,1,1.0000,0.0625
924,72.0,,128,2,1.0000,0.1250
925,72.0,,128,1,1.0000,0.0625
926,72.0,,128,2,1.0000,0.1250
927,71.0,,128,1,1.0000,0.0625
928,71.0,,128,0,1.0000,0.0000
929,84.0,,128,4,1.0000,0.2500
930,84.0,,128,4,1.0000,0.2500
931,84.0,,128,0,1.0000,0.0000
932,89.0,,128,0,1.0000,0.0000
933,89.0,,128,4,1.0000,0.2500
934,19.0,,128,1,1.0000,0.0625
935,85.0,,128,2,1.0000,0.1250
936,85.0,,128,1,1.0000,0.0625
937,60.0,,128,2,1.0000,0.1250
938,60.0,,128,2,1.0000,0.1250
939,33.0,,128,4,1.0000,0.2500
940,112.0,,128,4,1.0000,0.2500
941,112.0,,128,1,1.0000,0.0625
942,112.0,,128,0,1.0000,0.0000
943,51.0,,128,0,1.0000,0.0000
944,8.0,,128,4,1.0000,0.2500
945,8.0,,128,1,1.0000,0.0625
946,114.0,,128,1,1.0000,0.0625
947,22.0,,128,2,1.0000,0.1250
948,22.0,,128,2,1.0000,0.1250
949,108.0,,128,4,1.0000,0.2500
950,108.0,,128,1,1.0000,0.0625
951,108.0,,128,4,1.0000,0.2500
952,128.0,,128,0,1.0000,0.0000
953,128.0,,128,1,1.0000,0.0625
954,128.0,,128,4,1.0000,0.2500
955,112.0,,128,1,1.0000,0.0625
956,112.0,,128,1,1.0000,0.0625
957,121.0,,128,4,1.0000,0.2500
958,121.0,,128,2,1.0000,0.1250
959,1.0,,128,1,1.0000,0.0625
960,1.0,,128,4,1.0000,0.2500
961,120.0,,128,2,1.0000,0.1250
962,120.0,,128,1,1.0000,0.0625
963,86.0,,128,2,1.0000,0.1250
964,86.0,,128,4,1.0000,0.2500
965,72.0,,128,2,1.0000,0.1250
966,117.0,,128,4,1.0000,0.2500
967,117.0,,128,2,1.0000,0.1250
968,106.0,,128,4,1.0000,0.2500
969,106.0,,128,4,1.0000,0.2500
970,106.0,,128,4,1.0000,0.2500
971,75.0,,128,2,1.0000,0.1250
972,46.0,,128,1,1.0000,0.0625
973,9.0,,128,4,1.0000,0.2500
974,9.0,,128,0,1.0000,0.0000
975,80.0,,128,1,1.0000,0.0625
976,80.0,,128,2,1.0000,0.1250
977,40.0,,128,0,1.0000,0.0000
978,100.0,,128,1,1.0000,0.0625
979,100.0,,128,0,1.0000,0.0000
980,100.0,,128,0,1.0000,0.0000
981,13.0,,128,2,1.0000,0.1250
982,3.0,,128,1,1.0000,0.0625
983,3.0,,128,1,1.0000,0.0625
984,3.0,,128,1,1.0000,0.0625
985,13.0,,128,0,1.0000,0.0000
986,23.0,,128,2,1.0000,0.1250
987,23.0,,128,4,1.0000,0.2500
988,83.0,,128,1,1.0000,0.0625
989,83.0,,128,0,1.0000,0.0000
990,83.0,,128,0,1.0000,0.0000
991,83.0,,128,4,1.0000,0.2500
992,79.0,,128,4,1.0000,0.2500
993,64.0,,128,1,1.0000,0.0625
994,64.0,,128,0,1.0000,0.0000
995,87.0,,128,4,1.0000,0.2500
996,122.0,,128,0,1.0000,0.0000
997,122.0,,128,2,1.0000,0.1250
998,35.0,,128,2,1.0000,0.1250
999,35.0,,128,0,1.0000,0.0000
1000,102.0,,128,0,1.0000,0.0000
